date,equity,dd_day,dd_week,regime,halted_today,halted_week,n_positions
2022-04-01,10000.0,0.0,0.0,choppy,False,False,0
2022-04-04,10000.0,0.0,0.0,choppy,False,False,1
2022-04-05,9988.451654559069,0.001154834544093137,0.001154834544093137,choppy,False,False,0
2022-04-06,9988.451654559069,0.0,0.001154834544093137,choppy,False,False,0
2022-04-07,9988.451654559069,0.0,0.001154834544093137,choppy,False,False,0
2022-04-08,9988.451654559069,0.0,0.001154834544093137,choppy,False,False,0
2022-04-11,9988.451654559069,0.0,0.0,bull,False,False,0
2022-04-12,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-13,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-14,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-15,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-18,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-19,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-20,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-21,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-22,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-25,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-26,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-27,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-28,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-04-29,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-02,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-03,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-04,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-05,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-06,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-09,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-10,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-11,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-12,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-13,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-16,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-05-17,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-18,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-19,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-20,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-23,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-24,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-25,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-26,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-27,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-30,9988.451654559069,0.0,0.0,bear,False,False,0
2022-05-31,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-01,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-02,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-03,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-06,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-07,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-08,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-09,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-10,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-13,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-14,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-15,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-16,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-17,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-20,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-21,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-22,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-23,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-24,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-27,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-28,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-29,9988.451654559069,0.0,0.0,bear,False,False,0
2022-06-30,9988.451654559069,0.0,0.0,bear,False,False,0
2022-07-01,9988.451654559069,0.0,0.0,bear,False,False,0
2022-07-04,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-05,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-06,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-07,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-08,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-11,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-12,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-13,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-14,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-15,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-18,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-19,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-20,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-21,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-22,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-25,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-26,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-27,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-28,9988.451654559069,0.0,0.0,crash,False,False,0
2022-07-29,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-01,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2022-08-02,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-03,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-04,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-05,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-08,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-09,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-10,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-11,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-12,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-15,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-16,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-17,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-18,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-19,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-22,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-23,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-24,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-25,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-26,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-29,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-30,9988.451654559069,0.0,0.0,crash,False,False,0
2022-08-31,9988.451654559069,0.0,0.0,crash,False,False,0
2022-09-01,9988.451654559069,0.0,0.0,crash,False,False,0
2022-09-02,9988.451654559069,0.0,0.0,crash,False,False,0
2022-09-05,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-06,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-07,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-08,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-09,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-12,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-13,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-14,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-15,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-16,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-19,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-20,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-21,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-22,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-23,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-26,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-27,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-28,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-29,9988.451654559069,0.0,0.0,bear,False,False,0
2022-09-30,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-03,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-04,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-05,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-06,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-07,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-10,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-11,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-12,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-13,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-14,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-17,9988.451654559069,0.0,0.0,bear,False,False,0
2022-10-18,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-19,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-20,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-21,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-24,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-25,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-26,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-27,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-28,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-10-31,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-11-01,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-11-02,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-11-03,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-11-04,9988.451654559069,0.0,0.0,choppy,False,False,0
2022-11-07,9988.451654559069,0.0,0.0,bear,False,False,0
2022-11-08,9988.451654559069,0.0,0.0,bear,False,False,0
2022-11-09,9988.451654559069,0.0,0.0,bear,False,False,0
2022-11-10,9988.451654559069,0.0,0.0,bear,False,False,0
2022-11-11,9988.451654559069,0.0,0.0,bear,False,False,0
2022-11-14,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-15,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-16,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-17,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-18,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-21,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-22,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-23,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-24,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-25,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-28,9988.451654559069,0.0,0.0,crash,False,False,0
2022-11-29,9988.451654559069,0.0,0.0,bear,False,False,0
2022-11-30,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-01,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-02,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-05,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-06,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-07,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-08,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-09,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-12,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-13,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-14,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-15,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-16,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-19,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-20,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-21,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-22,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-23,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-26,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-27,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-28,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-29,9988.451654559069,0.0,0.0,bear,False,False,0
2022-12-30,9988.451654559069,0.0,0.0,bear,False,False,0
2023-01-02,9988.451654559069,0.0,0.0,bear,False,False,0
2023-01-03,9988.451654559069,0.0,0.0,bear,False,False,0
2023-01-04,9988.451654559069,0.0,0.0,bear,False,False,0
2023-01-05,9988.451654559069,0.0,0.0,bear,False,False,0
2023-01-06,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-09,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-10,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-11,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-12,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-13,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-16,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-17,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-18,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-19,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-20,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-23,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-24,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-25,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-26,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-27,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-30,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-01-31,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-01,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-02,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-03,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-06,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-07,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-08,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-09,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-10,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-13,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,0
2023-02-14,9988.451654559069,0.0,0.0,high_vol_cluster,False,False,1
2023-02-15,9995.621713131339,0.0,0.0,high_vol_cluster,False,False,1
2023-02-16,9998.646353343014,0.0,0.0,high_vol_cluster,False,False,1
2023-02-17,10001.49910937563,0.0,0.0,high_vol_cluster,False,False,1
2023-02-20,10009.374530470535,0.0,0.0,high_vol_cluster,False,False,1
2023-02-21,10004.299641570811,0.0005070135885389367,0.0005070135885389367,high_vol_cluster,False,False,1
2023-02-22,9998.02920915941,0.0006267737508927167,0.0011334695566230114,high_vol_cluster,False,False,1
2023-02-23,9996.965266686298,0.00010641521952506678,0.0012397641577363851,high_vol_cluster,False,False,1
2023-02-24,9981.32667518011,0.0015643338842341423,0.0028021586368901213,high_vol_cluster,False,False,0
2023-02-27,9981.32667518011,0.0,0.0,high_vol_cluster,False,False,0
2023-02-28,9981.32667518011,0.0,0.0,high_vol_cluster,False,False,0
2023-03-01,9981.32667518011,0.0,0.0,high_vol_cluster,False,False,0
2023-03-02,9981.32667518011,0.0,0.0,high_vol_cluster,False,False,0
2023-03-03,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-06,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-07,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-08,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-09,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-10,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-13,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-14,9981.32667518011,0.0,0.0,bull,False,False,0
2023-03-15,9981.32667518011,0.0,0.0,bull,False,False,1
2023-03-16,9974.178583228124,0.0007161464787802291,0.0007161464787802291,bull,False,False,0
2023-03-17,9974.178583228124,0.0,0.0007161464787802291,bull,False,False,0
2023-03-20,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-21,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-22,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-23,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-24,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-27,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-28,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-29,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-30,9974.178583228124,0.0,0.0,bull,False,False,0
2023-03-31,9974.178583228124,0.0,0.0,bull,False,False,0
2023-04-03,9974.178583228124,0.0,0.0,bull,False,False,0
2023-04-04,9974.178583228124,0.0,0.0,bull,False,False,0
2023-04-05,9974.178583228124,0.0,0.0,bull,False,False,1
2023-04-06,9975.984266088293,0.0,0.0,bull,False,False,1
2023-04-07,9984.75329102402,0.0,0.0,bull,False,False,1
2023-04-10,9991.46587177477,0.0,0.0,bull,False,False,1
2023-04-11,9998.312739391862,0.0,0.0,bull,False,False,1
2023-04-12,10012.293825691373,0.0,0.0,bull,False,False,1
2023-04-13,10015.50488531728,0.0,0.0,bull,False,False,1
2023-04-14,10023.319015056668,0.0,0.0,bull,False,False,1
2023-04-17,10021.723068693766,0.00015922334313664193,0.00015922334313664193,bull,False,False,1
2023-04-18,10016.973307593937,0.00047394655263089275,0.0006330944324129567,bull,False,False,1
2023-04-19,10017.32918221414,0.0,0.0005975897637828541,bull,False,False,1
2023-04-20,10023.132445066767,0.0,1.8613593922388286e-05,bull,False,False,1
2023-04-21,10023.68195932592,0.0,0.0,bull,False,False,1
2023-04-24,10024.366004769576,0.0,0.0,bull,False,False,1
2023-04-25,10024.606938540612,0.0,0.0,bull,False,False,1
2023-04-26,10035.145866551906,0.0,0.0,bull,False,False,1
2023-04-27,10041.242599934363,0.0,0.0,bull,False,False,1
2023-04-28,10055.85359100409,0.0,0.0,bull,False,False,1
2023-05-01,10039.921225077349,0.0015843872210902232,0.0015843872210902232,bull,False,False,1
2023-05-02,10020.053846647503,0.00197883807895048,0.0035600900542758075,bull,False,False,0
2023-05-03,10020.053846647503,0.0,0.0035600900542758075,bull,False,False,0
2023-05-04,10020.053846647503,0.0,0.0035600900542758075,bull,False,False,0
2023-05-05,10020.053846647503,0.0,0.0035600900542758075,bull,False,False,0
2023-05-08,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-09,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-10,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-11,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-12,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-15,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-16,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-17,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-18,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-19,10020.053846647503,0.0,0.0,bull,False,False,0
2023-05-22,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-23,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-24,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-25,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-26,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-29,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-30,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-05-31,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-06-01,10020.053846647503,0.0,0.0,choppy,False,False,0
2023-06-02,10020.053846647503,0.0,0.0,choppy,False,False,1
2023-06-05,10032.735399007364,0.0,0.0,choppy,False,False,2
2023-06-06,10074.538206247398,0.0,0.0,choppy,False,False,2
2023-06-07,10080.718126716902,0.0,0.0,choppy,False,False,2
2023-06-08,10098.983695970728,0.0,0.0,choppy,False,False,2
2023-06-09,10124.829330072618,0.0,0.0,bull,False,False,2
2023-06-12,10148.531330253936,0.0,0.0,bull,False,False,2
2023-06-13,10161.90161700649,0.0,0.0,bull,False,False,2
2023-06-14,10183.00558122875,0.0,0.0,bull,False,False,2
2023-06-15,10197.311106082063,0.0,0.0,bull,False,False,2
2023-06-16,10194.085857906604,0.0003162841794181297,0.0003162841794181297,bull,False,False,2
2023-06-19,10213.42964146471,0.0,0.0,bull,False,False,2
2023-06-20,10231.162790247254,0.0,0.0,bull,False,False,2
2023-06-21,10258.001313593806,0.0,0.0,bull,False,False,2
2023-06-22,10269.465752249533,0.0,0.0,bull,False,False,2
2023-06-23,10287.397685440428,0.0,0.0,bull,False,False,2
2023-06-26,10314.116146399854,0.0,0.0,bull,False,False,2
2023-06-27,10326.651499714626,0.0,0.0,bull,False,False,2
2023-06-28,10358.175145058987,0.0,0.0,bull,False,False,2
2023-06-29,10374.425876897349,0.0,0.0,bull,False,False,2
2023-06-30,10401.04514493546,0.0,0.0,bull,False,False,2
2023-07-03,10392.950541678656,0.0007782490263246236,0.0007782490263246236,bull,False,False,2
2023-07-04,10390.09632917248,0.00027462966312883253,0.0010526649591855262,bull,False,False,2
2023-07-05,10385.825205105644,0.000411076464694922,0.001463308698090518,bull,False,False,2
2023-07-06,10380.058054777479,0.0005552905247558235,0.002017786661391499,bull,False,False,2
2023-07-07,10376.608246466694,0.0003323496162140301,0.0023494656669830138,bull,False,False,2
2023-07-10,10391.740373632747,0.0,0.0,bull,False,False,2
2023-07-11,10380.890441991207,0.0010440918702193387,0.0010440918702193387,bull,False,False,2
2023-07-12,10284.545696965748,0.00928097118102121,0.010315372864682704,bull,False,False,1
2023-07-13,10284.791987013265,0.0,0.01029167230648347,bull,False,False,1
2023-07-14,10281.132166184168,0.00035584782207724136,0.010643857859384917,bull,False,False,1
2023-07-17,10279.772317069706,0.00013226647537270485,0.00013226647537270485,bull,False,False,1
2023-07-18,10281.084081006986,0.0,4.677031323535961e-06,bull,False,False,1
2023-07-19,10268.103380061042,0.0012625809538824703,0.0012672520800753365,bull,False,False,1
2023-07-20,10260.524326589515,0.0007381162022817449,0.0020044329030644023,bull,False,False,1
2023-07-21,10250.04866364469,0.0010209676047137901,0.0030233540467183417,bull,False,False,1
2023-07-24,10246.951219531958,0.00030218823484390875,0.00030218823484390875,bull,False,False,1
2023-07-25,10225.82828185264,0.0020613875509678547,0.0023629528587464075,bull,False,False,0
2023-07-26,10225.82828185264,0.0,0.0023629528587464075,bull,False,False,0
2023-07-27,10225.82828185264,0.0,0.0023629528587464075,bull,False,False,0
2023-07-28,10225.82828185264,0.0,0.0023629528587464075,bull,False,False,0
2023-07-31,10225.82828185264,0.0,0.0,bull,False,False,0
2023-08-01,10225.82828185264,0.0,0.0,bull,False,False,0
2023-08-02,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-03,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-04,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-07,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-08,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-09,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-10,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-11,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-14,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-15,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-16,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-17,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-18,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-21,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-22,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-23,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-24,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-25,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-28,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-29,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-30,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-08-31,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-09-01,10225.82828185264,0.0,0.0,choppy,False,False,0
2023-09-04,10225.82828185264,0.0,0.0,choppy,False,False,0
